Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.6451422031981431,0.689514783373153,0.18851140174847048,0.0011649131774902344
DP-GRAMS-C,0.6566974280343038,0.6686057106448277,0.5067812688850976,0.030169010162353516
KMeans,0.6201351808870379,0.659486892724918,0.0771418842778004,0.0245208740234375
DP-KMeans,0.5138066955095233,0.6092815844673252,7.101520865149417,0.00982213020324707
