Eps_modes,Algorithm,ARI,NMI,MSE,Std_ARI,Std_NMI,Std_MSE,Mean_Runtime(s),Std_Runtime(s)
0.5,DP-GRAMS-C,0.24684205572355503,0.32648511263913493,21.625171286505328,0.22131401885368202,0.2589125643056097,14.471969578904122,0.028845763206481932,0.003223883033636548
0.5,DP-KMeans,0.37278061928555706,0.44216379538875844,5.241702315837008,0.16140231141464317,0.16352334919420466,1.6798248643138656,0.008314883708953858,0.0005635124835532241
1.0,DP-GRAMS-C,0.5695994808034517,0.6889643246545997,9.917012636902028,0.034465964803485745,0.039169741375771276,8.814317274562734,0.028773796558380128,0.0016373320384702181
1.0,DP-KMeans,0.31916284652546334,0.3961910202754051,5.284725100611432,0.20198715240994464,0.23002892838754985,2.3036781540372107,0.008604764938354492,0.0004624820414158129
2.0,DP-GRAMS-C,0.6126535131265811,0.6954880276451448,5.050556035452579,0.07778067779988794,0.051563330049223456,6.95596710425302,0.02785446643829346,0.00039878271665230475
2.0,DP-KMeans,0.46292650268985913,0.5473709689340293,3.3085470371430175,0.12674452809491027,0.1366652221483507,1.6850811168550983,0.008188772201538085,0.0005682919059706067
5.0,DP-GRAMS-C,0.6138967457371858,0.6881745323993702,2.7537093755782953,0.0439176006124912,0.028739297776592204,5.379180442805081,0.02821962833404541,0.0008712753658320842
5.0,DP-KMeans,0.5673459407968766,0.6445634310771546,1.4475137521704284,0.0955688239820891,0.0725914624550916,1.0667081466818504,0.008072352409362793,0.0003637862337536739
10.0,DP-GRAMS-C,0.5938526942062914,0.6959693385426371,3.7135869769536134,0.05521220900772809,0.03354237070976491,5.125189665857717,0.028339123725891112,0.001132621072868532
10.0,DP-KMeans,0.576756406291772,0.6383768531162305,1.1515242319937917,0.10384682438169596,0.09798386670052828,1.4334374211471963,0.00815955400466919,7.214679129434207e-05
