Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.8313312209418108,0.8369935433763098,638.7726953084887,0.024255990982055664
DP-GRAMS-C,0.534288129137742,0.6530672239759527,29513.15200275391,0.0064618587493896484
KMeans,0.823880914137272,0.8549805389469715,470.91003434028863,0.08608603477478027
DP-KMeans,0.33311541096347413,0.4293057053849038,8659.263838065302,0.02115488052368164
