Algorithm,ARI,NMI,MSE,Runtime(s)
MS Clustering,0.4795384455985039,0.5665458606183114,7.953178054809724,0.07263302803039551
DP-GRAMS-C,0.4452790506080454,0.5352580497043691,9.403223271972273,0.35216617584228516
KMeans,0.4481744104308185,0.5595681728074141,10.032020484530985,0.09111309051513672
DP-KMeans,0.2648322727345547,0.42984446877472243,18.781021390929773,0.026035070419311523
