n_samples,epsilon,run_idx,seed,pms_mse_truth,pms_runtime_s,timestamp
2100,0.1,12,4100022,0.0007872377137359495,0.24505983293056488,2026-04-30 20:35:49
2100,0.1,13,4100023,0.0007872377137359495,0.24383416725322604,2026-04-30 20:35:49
2100,0.1,14,4100024,0.0007872377137359495,0.24319008365273476,2026-04-30 20:35:49
2100,0.1,15,4100025,0.0007872377137359495,0.24315062537789345,2026-04-30 20:35:50
2100,0.1,16,4100026,0.0007872377137359495,0.24342154106125236,2026-04-30 20:35:50
2100,0.1,17,4100027,0.0007872377137359495,0.24311412498354912,2026-04-30 20:35:50
2100,0.1,18,4100028,0.0007872377137359495,0.2438244577497244,2026-04-30 20:35:50
2100,0.1,19,4100029,0.0007872377137359495,0.2442683749832213,2026-04-30 20:35:51
2100,0.2,0,4100020,0.0007872377137359495,0.24532620795071125,2026-04-30 20:35:53
2100,0.2,1,4100021,0.0007872377137359495,0.24505908321589231,2026-04-30 20:35:53
2100,0.2,2,4100022,0.0007872377137359495,0.24508666712790728,2026-04-30 20:35:54
2100,0.2,3,4100023,0.0007872377137359495,0.24393133306875825,2026-04-30 20:35:54
2100,0.2,4,4100024,0.0007872377137359495,0.244439291767776,2026-04-30 20:35:54
2100,0.2,5,4100025,0.0007872377137359495,0.24571679113432765,2026-04-30 20:35:54
2100,0.2,6,4100026,0.0007872377137359495,0.25620808312669396,2026-04-30 20:35:55
2100,0.2,7,4100027,0.0007872377137359495,0.24847558280453086,2026-04-30 20:35:55
2100,0.2,8,4100028,0.0007872377137359495,0.24421541718766093,2026-04-30 20:35:55
2100,0.2,9,4100029,0.0007872377137359495,0.2439508750103414,2026-04-30 20:35:55
2100,0.2,10,4100030,0.0007872377137359495,0.24595979182049632,2026-04-30 20:35:56
2100,0.2,11,4100031,0.0007872377137359495,0.24321595905348659,2026-04-30 20:35:56
2100,0.2,12,4100032,0.0007872377137359495,0.24317591730505228,2026-04-30 20:35:56
2100,0.2,13,4100033,0.0007872377137359495,0.24326116684824228,2026-04-30 20:35:56
2100,0.2,14,4100034,0.0007872377137359495,0.24266825011000037,2026-04-30 20:35:57
2100,0.2,15,4100035,0.0007872377137359495,0.2466293340548873,2026-04-30 20:35:57
2100,0.2,16,4100036,0.0007872377137359495,0.2465244997292757,2026-04-30 20:35:57
2100,0.2,17,4100037,0.0007872377137359495,0.24589766608551145,2026-04-30 20:35:57
2100,0.2,18,4100038,0.0007872377137359495,0.2552612917497754,2026-04-30 20:35:58
2100,0.2,19,4100039,0.0007872377137359495,0.2515121251344681,2026-04-30 20:35:58
2100,0.5,0,4100050,0.0007872377137359495,0.2559768748469651,2026-04-30 20:36:01
2100,0.5,1,4100051,0.0007872377137359495,0.2538369591347873,2026-04-30 20:36:01
2100,0.5,2,4100052,0.0007872377137359495,0.24704649997875094,2026-04-30 20:36:01
2100,0.5,3,4100053,0.0007872377137359495,0.2484030001796782,2026-04-30 20:36:01
2100,0.5,4,4100054,0.0007872377137359495,0.24755012523382902,2026-04-30 20:36:02
2100,0.5,5,4100055,0.0007872377137359495,0.25219766702502966,2026-04-30 20:36:02
2100,0.5,6,4100056,0.0007872377137359495,0.24784441711381078,2026-04-30 20:36:02
