n_samples,epsilon,run_idx,data_seed,dp_seed,dp_mse,dp_runtime_s,timestamp
2000,0.5,12,250005012,270005012,0.02374174172985029,0.05979287484660745,2026-04-30 20:34:00
2000,0.5,13,250005013,270005013,0.02446665593891041,0.05658474983647466,2026-04-30 20:34:00
2000,0.5,14,250005014,270005014,0.021942130997782295,0.053883875254541636,2026-04-30 20:34:00
2000,0.5,15,250005015,270005015,0.020951959374564705,0.04620433412492275,2026-04-30 20:34:00
2000,0.5,16,250005016,270005016,0.022665307182153302,0.03959495900198817,2026-04-30 20:34:01
2000,0.5,17,250005017,270005017,0.018561542260598866,0.038940582890063524,2026-04-30 20:34:01
2000,0.5,18,250005018,270005018,0.022483620485887076,0.03798704221844673,2026-04-30 20:34:01
2000,0.5,19,250005019,270005019,0.022517751731455933,0.03781274985522032,2026-04-30 20:34:01
2000,1.0,0,250010000,270010000,0.020771998669601204,0.04765395913273096,2026-04-30 20:34:03
2000,1.0,2,250010002,270010002,0.01802373563965057,0.050010624807327986,2026-04-30 20:34:03
2000,1.0,1,250010001,270010001,0.020997943658035614,0.04908712487667799,2026-04-30 20:34:03
2000,1.0,3,250010003,270010003,0.01843362271522225,0.0658604591153562,2026-04-30 20:34:03
2000,1.0,4,250010004,270010004,0.021593980616524486,0.057255666702985764,2026-04-30 20:34:03
2000,1.0,5,250010005,270010005,0.021664561286770273,0.0701994588598609,2026-04-30 20:34:03
2000,1.0,6,250010006,270010006,0.024752166152693936,0.06481450004503131,2026-04-30 20:34:03
2000,1.0,7,250010007,270010007,0.02346321657440092,0.04445024998858571,2026-04-30 20:34:03
2000,1.0,9,250010009,270010009,0.024388433693554853,0.060361791867762804,2026-04-30 20:34:04
2000,1.0,8,250010008,270010008,0.021557105114956083,0.057223042007535696,2026-04-30 20:34:04
2000,1.0,11,250010011,270010011,0.02697099459240378,0.0607852921821177,2026-04-30 20:34:04
2000,1.0,10,250010010,270010010,0.024891679942466535,0.060538750141859055,2026-04-30 20:34:04
2000,1.0,12,250010012,270010012,0.022683583685090908,0.0546619170345366,2026-04-30 20:34:04
2000,1.0,13,250010013,270010013,0.02152005916818348,0.0474589578807354,2026-04-30 20:34:04
2000,1.0,14,250010014,270010014,0.024638459085322337,0.05396995786577463,2026-04-30 20:34:04
2000,1.0,15,250010015,270010015,0.022020325011549886,0.053017042111605406,2026-04-30 20:34:04
2000,1.0,17,250010017,270010017,0.024744586010934187,0.03975454159080982,2026-04-30 20:34:04
2000,1.0,16,250010016,270010016,0.022121761806337834,0.039583375211805105,2026-04-30 20:34:04
2000,1.0,19,250010019,270010019,0.024600781106664207,0.040080207865685225,2026-04-30 20:34:04
2000,1.0,18,250010018,270010018,0.02007124301174574,0.04005820769816637,2026-04-30 20:34:04
