n_samples,epsilon,run_idx,data_seed,dp_seed,pms_mse,pms_runtime_s,dp_mse,dp_runtime_s,timestamp
500,0.5,16,100005016,120005016,0.02118581578505806,0.05231204116716981,0.033083143628603325,0.030089374631643295,2026-04-30 20:33:36
500,0.5,17,100005017,120005017,0.019407652262429863,0.044044166803359985,0.031600440918043024,0.033969291020184755,2026-04-30 20:33:36
500,0.5,18,100005018,120005018,0.018625175061162964,0.045123915653675795,0.025818629167339954,0.02168725011870265,2026-04-30 20:33:36
500,0.5,19,100005019,120005019,0.019495545185467096,0.04272529203444719,0.028914277379982332,0.020567040890455246,2026-04-30 20:33:36
500,1.0,0,100010000,120010000,0.026080479620446077,0.04249120922759175,0.04650877945013033,0.04093737481161952,2026-04-30 20:33:38
500,1.0,1,100010001,120010001,0.02020590391151564,0.04501154227182269,0.028578121246972163,0.032407499849796295,2026-04-30 20:33:38
500,1.0,2,100010002,120010002,0.025106502254101472,0.04210870945826173,0.023928247055940235,0.03516883309930563,2026-04-30 20:33:38
500,1.0,3,100010003,120010003,0.01978906754202743,0.04645145824179053,0.028613583399995868,0.026872084010392427,2026-04-30 20:33:38
500,1.0,4,100010004,120010004,0.019966557527885256,0.052666834089905024,0.031232292770593688,0.026210999581962824,2026-04-30 20:33:38
500,1.0,5,100010005,120010005,0.02015202009288037,0.04280237527564168,0.024361855979653724,0.04407183267176151,2026-04-30 20:33:38
500,1.0,8,100010008,120010008,0.028774709488014392,0.035964374896138906,0.033528519271254685,0.029445375315845013,2026-04-30 20:33:38
500,1.0,6,100010006,120010006,0.022850073944386894,0.046188542153686285,0.029651131218249003,0.03608308406546712,2026-04-30 20:33:38
500,1.0,10,100010010,120010010,0.02165637775123578,0.039514292031526566,0.03342689348928009,0.04013054072856903,2026-04-30 20:33:38
500,1.0,7,100010007,120010007,0.02100074164303754,0.05945033300668001,0.030647965120954315,0.035240250173956156,2026-04-30 20:33:38
500,1.0,11,100010011,120010011,0.020276042029037475,0.04257087502628565,0.02292596938905332,0.030151874758303165,2026-04-30 20:33:38
500,1.0,12,100010012,120010012,0.0196642359262423,0.034397708252072334,0.04044618130787982,0.02927983272820711,2026-04-30 20:33:38
500,1.0,9,100010009,120010009,0.021040702670698748,0.03811816731467843,0.03224394207276989,0.050092832650989294,2026-04-30 20:33:38
500,1.0,13,100010013,120010013,0.02383129999396695,0.05034433305263519,0.0366721349103847,0.021334459073841572,2026-04-30 20:33:38
500,1.0,15,100010015,120010015,0.02108970281830213,0.036828292068094015,0.02625071995637328,0.02367712464183569,2026-04-30 20:33:38
500,1.0,14,100010014,120010014,0.021400019171403075,0.03967850003391504,0.035519216101351093,0.029920500237494707,2026-04-30 20:33:38
500,1.0,19,100010019,120010019,0.019941813174547095,0.034504915587604046,0.026003390533711413,0.02568212477490306,2026-04-30 20:33:38
500,1.0,16,100010016,120010016,0.019401315056183286,0.04098579194396734,0.02561396007617641,0.02855354081839323,2026-04-30 20:33:38
500,1.0,17,100010017,120010017,0.01989233451709,0.043895499780774117,0.021314633771076872,0.030547874979674816,2026-04-30 20:33:38
500,1.0,18,100010018,120010018,0.022044711402219256,0.05247529083862901,0.028753574402559365,0.02375454129651189,2026-04-30 20:33:38
1000,0.1,0,150001000,170001000,0.019830966711061392,0.11852291692048311,0.054631538679787664,0.040157499723136425,2026-04-30 20:33:41
1000,0.1,1,150001001,170001001,0.019038150313416827,0.12013750011101365,0.1360449018031335,0.0378727912902832,2026-04-30 20:33:41
1000,0.1,2,150001002,170001002,0.018518421344073884,0.11374833295121789,0.07203298908213993,0.04199166689068079,2026-04-30 20:33:41
1000,0.1,3,150001003,170001003,0.01739869844716262,0.112230459228158,0.062218182458394694,0.05020920792594552,2026-04-30 20:33:41
1000,0.1,5,150001005,170001005,0.01798009546008467,0.10259383311495185,0.05939031509345271,0.03753933310508728,2026-04-30 20:33:41
1000,0.1,7,150001007,170001007,0.018064922590059318,0.10650750016793609,0.047322218320901666,0.03871637536212802,2026-04-30 20:33:41
1000,0.1,4,150001004,170001004,0.019258799414960028,0.11253420822322369,0.09169763333542912,0.041122917085886,2026-04-30 20:33:41
1000,0.1,6,150001006,170001006,0.0185012925085142,0.1252594580873847,0.09752845137512929,0.04006987530738115,2026-04-30 20:33:41
1000,0.1,13,150001013,170001013,0.01749669803786822,0.11248370772227645,0.08256752541478803,0.038529000245034695,2026-04-30 20:33:41
1000,0.1,10,150001010,170001010,0.019421694796688944,0.12953624967485666,0.05618579425697233,0.03757979208603501,2026-04-30 20:33:41
1000,0.1,8,150001008,170001008,0.019418048548255885,0.1431206250563264,0.045626808004331186,0.04891124973073602,2026-04-30 20:33:41
1000,0.1,11,150001011,170001011,0.016910953287354827,0.12797250039875507,0.08243335442741162,0.0396525003015995,2026-04-30 20:33:41
1000,0.1,14,150001014,170001014,0.01754059997981718,0.14799050008878112,0.09492353794615101,0.029606583062559366,2026-04-30 20:33:41
1000,0.1,9,150001009,170001009,0.017314120433588553,0.16157766710966825,0.10759043686917401,0.048930791672319174,2026-04-30 20:33:41
1000,0.1,12,150001012,170001012,0.017843748697478203,0.13606266677379608,0.08970905263098664,0.052311250008642673,2026-04-30 20:33:41
1000,0.1,15,150001015,170001015,0.01754539818187396,0.14587983302772045,0.05925615670717893,0.037136792205274105,2026-04-30 20:33:41
