n_samples,epsilon,run_idx,data_seed,pms_mse,pms_runtime_s,timestamp
500,0.2,16,100002016,0.024268213364025015,0.03955066716298461,2026-04-30 20:33:33
500,0.2,17,100002017,0.02140611877177197,0.04574854113161564,2026-04-30 20:33:33
500,0.2,18,100002018,0.022688022977948266,0.04543150030076504,2026-04-30 20:33:33
500,0.2,19,100002019,0.02396148365128575,0.04900312516838312,2026-04-30 20:33:33
500,0.5,0,100005000,0.02258668375951342,0.04573120828717947,2026-04-30 20:33:36
500,0.5,1,100005001,0.016922772129581102,0.04871095763519406,2026-04-30 20:33:36
500,0.5,4,100005004,0.02087969840769878,0.0379167920909822,2026-04-30 20:33:36
500,0.5,2,100005002,0.019775831694013094,0.058807916939258575,2026-04-30 20:33:36
500,0.5,3,100005003,0.022298004007136874,0.048194083385169506,2026-04-30 20:33:36
500,0.5,5,100005005,0.020201415055414288,0.04506179178133607,2026-04-30 20:33:36
500,0.5,6,100005006,0.019092613946771357,0.049952457658946514,2026-04-30 20:33:36
500,0.5,7,100005007,0.02163813026249711,0.04774970794096589,2026-04-30 20:33:36
500,0.5,9,100005009,0.023429709078356453,0.05002966709434986,2026-04-30 20:33:36
500,0.5,8,100005008,0.020524247886131487,0.04726916691288352,2026-04-30 20:33:36
500,0.5,10,100005010,0.019638897349802342,0.041310958098620176,2026-04-30 20:33:36
500,0.5,11,100005011,0.020751207063594002,0.04435229208320379,2026-04-30 20:33:36
500,0.5,12,100005012,0.018637821990704698,0.053750916849821806,2026-04-30 20:33:36
500,0.5,14,100005014,0.019680291987504334,0.05174874980002642,2026-04-30 20:33:36
500,0.5,13,100005013,0.02245722431066693,0.04291833285242319,2026-04-30 20:33:36
500,0.5,15,100005015,0.024030609800290533,0.04376224987208843,2026-04-30 20:33:36
500,0.5,16,100005016,0.02118581578505806,0.05231204116716981,2026-04-30 20:33:36
500,0.5,17,100005017,0.019407652262429863,0.044044166803359985,2026-04-30 20:33:36
500,0.5,18,100005018,0.018625175061162964,0.045123915653675795,2026-04-30 20:33:36
500,0.5,19,100005019,0.019495545185467096,0.04272529203444719,2026-04-30 20:33:36
500,1.0,0,100010000,0.026080479620446077,0.04249120922759175,2026-04-30 20:33:38
500,1.0,1,100010001,0.02020590391151564,0.04501154227182269,2026-04-30 20:33:38
500,1.0,2,100010002,0.025106502254101472,0.04210870945826173,2026-04-30 20:33:38
500,1.0,3,100010003,0.01978906754202743,0.04645145824179053,2026-04-30 20:33:38
500,1.0,4,100010004,0.019966557527885256,0.052666834089905024,2026-04-30 20:33:38
500,1.0,5,100010005,0.02015202009288037,0.04280237527564168,2026-04-30 20:33:38
500,1.0,8,100010008,0.028774709488014392,0.035964374896138906,2026-04-30 20:33:38
500,1.0,6,100010006,0.022850073944386894,0.046188542153686285,2026-04-30 20:33:38
500,1.0,10,100010010,0.02165637775123578,0.039514292031526566,2026-04-30 20:33:38
500,1.0,7,100010007,0.02100074164303754,0.05945033300668001,2026-04-30 20:33:38
500,1.0,11,100010011,0.020276042029037475,0.04257087502628565,2026-04-30 20:33:38
500,1.0,12,100010012,0.0196642359262423,0.034397708252072334,2026-04-30 20:33:38
500,1.0,9,100010009,0.021040702670698748,0.03811816731467843,2026-04-30 20:33:38
500,1.0,13,100010013,0.02383129999396695,0.05034433305263519,2026-04-30 20:33:38
500,1.0,15,100010015,0.02108970281830213,0.036828292068094015,2026-04-30 20:33:38
500,1.0,14,100010014,0.021400019171403075,0.03967850003391504,2026-04-30 20:33:38
500,1.0,19,100010019,0.019941813174547095,0.034504915587604046,2026-04-30 20:33:38
500,1.0,16,100010016,0.019401315056183286,0.04098579194396734,2026-04-30 20:33:38
500,1.0,17,100010017,0.01989233451709,0.043895499780774117,2026-04-30 20:33:38
500,1.0,18,100010018,0.022044711402219256,0.05247529083862901,2026-04-30 20:33:38
1000,0.1,0,150001000,0.019830966711061392,0.11852291692048311,2026-04-30 20:33:41
1000,0.1,1,150001001,0.019038150313416827,0.12013750011101365,2026-04-30 20:33:41
