z1,z2,u_score,avg_selection_prob
-6.8450569264072785,-6.8450569264072785,0.0,0.0003229621058901555
-6.8450569264072785,-6.318514085914411,0.0,0.0003229621058901555
-6.8450569264072785,-5.791971245421544,0.0,0.0003229621058901555
-6.8450569264072785,-5.2654284049286755,0.0,0.0003229621058901555
-6.8450569264072785,-4.738885564435808,0.0,0.0003229621058901555
-6.8450569264072785,-4.212342723942941,0.0016666666666666668,0.0003356256948495543
-6.8450569264072785,-3.6857998834500734,0.0016666666666666668,0.0003356256948495543
-6.8450569264072785,-3.1592570429572056,0.0008333333333333334,0.0003292330196068717
-6.8450569264072785,-2.6327142024643377,0.0016666666666666668,0.0003356256948495543
-6.8450569264072785,-2.1061713619714704,0.0008333333333333334,0.0003292330196068717
-6.8450569264072785,-1.5796285214786028,0.0,0.0003229621058901555
-6.8450569264072785,-1.0530856809857352,0.0,0.0003229621058901555
-6.8450569264072785,-0.5265428404928676,0.0,0.0003229621058901555
-6.8450569264072785,0.0,0.0,0.0003229621058901555
-6.8450569264072785,0.5265428404928676,0.0,0.0003229621058901555
-6.8450569264072785,1.0530856809857352,0.0008333333333333334,0.0003292330196068717
-6.8450569264072785,1.5796285214786028,0.0025,0.0003421424958461093
-6.8450569264072785,2.1061713619714704,0.0025,0.0003421424958461093
-6.8450569264072785,2.6327142024643377,0.0025,0.0003421424958461093
-6.8450569264072785,3.1592570429572056,0.0016666666666666668,0.0003356256948495543
-6.8450569264072785,3.6857998834500734,0.0025,0.0003421424958461093
-6.8450569264072785,4.212342723942941,0.0025,0.0003421424958461093
-6.8450569264072785,4.738885564435808,0.0008333333333333334,0.0003292330196068717
-6.8450569264072785,5.2654284049286755,0.0,0.0003229621058901555
-6.8450569264072785,5.791971245421544,0.0,0.0003229621058901555
-6.8450569264072785,6.318514085914411,0.0,0.0003229621058901555
-6.8450569264072785,6.8450569264072785,0.0,0.0003229621058901555
-6.318514085914411,-6.8450569264072785,0.0,0.0003229621058901555
-6.318514085914411,-6.318514085914411,0.0,0.0003229621058901555
-6.318514085914411,-5.791971245421544,0.0,0.0003229621058901555
-6.318514085914411,-5.2654284049286755,0.0008333333333333334,0.0003292330196068717
-6.318514085914411,-4.738885564435808,0.0033333333333333335,0.00034878583273035234
-6.318514085914411,-4.212342723942941,0.004166666666666667,0.00035555816243335763
-6.318514085914411,-3.6857998834500734,0.0075,0.0003839882373400538
-6.318514085914411,-3.1592570429572056,0.008333333333333333,0.00039144408761064987
-6.318514085914411,-2.6327142024643377,0.008333333333333333,0.00039144408761064987
-6.318514085914411,-2.1061713619714704,0.006666666666666667,0.0003766743989301984
-6.318514085914411,-1.5796285214786028,0.005,0.0003624619895921143
-6.318514085914411,-1.0530856809857352,0.0016666666666666668,0.0003356256948495543
-6.318514085914411,-0.5265428404928676,0.0008333333333333334,0.0003292330196068717
-6.318514085914411,0.0,0.0,0.0003229621058901555
-6.318514085914411,0.5265428404928676,0.0016666666666666668,0.0003356256948495543
-6.318514085914411,1.0530856809857352,0.0025,0.0003421424958461093
-6.318514085914411,1.5796285214786028,0.0033333333333333335,0.00034878583273035234
-6.318514085914411,2.1061713619714704,0.005833333333333334,0.0003694998674758269
-6.318514085914411,2.6327142024643377,0.006666666666666667,0.0003766743989301984
-6.318514085914411,3.1592570429572056,0.008333333333333333,0.00039144408761064987
-6.318514085914411,3.6857998834500734,0.006666666666666667,0.0003766743989301984
-6.318514085914411,4.212342723942941,0.005833333333333334,0.0003694998674758269
-6.318514085914411,4.738885564435808,0.0033333333333333335,0.00034878583273035234
-6.318514085914411,5.2654284049286755,0.0016666666666666668,0.0003356256948495543
-6.318514085914411,5.791971245421544,0.0008333333333333334,0.0003292330196068717
-6.318514085914411,6.318514085914411,0.0,0.0003229621058901555
-6.318514085914411,6.8450569264072785,0.0,0.0003229621058901555
-5.791971245421544,-6.8450569264072785,0.0,0.0003229621058901555
-5.791971245421544,-6.318514085914411,0.0,0.0003229621058901555
-5.791971245421544,-5.791971245421544,0.0008333333333333334,0.0003292330196068717
-5.791971245421544,-5.2654284049286755,0.005,0.0003624619895921143
-5.791971245421544,-4.738885564435808,0.0075,0.0003839882373400538
-5.791971245421544,-4.212342723942941,0.011666666666666667,0.00042274356518807673
-5.791971245421544,-3.6857998834500734,0.015,0.0004565457176752199
-5.791971245421544,-3.1592570429572056,0.019166666666666665,0.0005026241577042176
-5.791971245421544,-2.6327142024643377,0.021666666666666667,0.0005324744936112064
-5.791971245421544,-2.1061713619714704,0.015833333333333335,0.00046541040721948267
-5.791971245421544,-1.5796285214786028,0.014166666666666666,0.00044784987420637174
-5.791971245421544,-1.0530856809857352,0.009166666666666667,0.00039904470716804145
-5.791971245421544,-0.5265428404928676,0.0025,0.0003421424958461093
-5.791971245421544,0.0,0.0016666666666666668,0.0003356256948495543
-5.791971245421544,0.5265428404928676,0.004166666666666667,0.00035555816243335763
-5.791971245421544,1.0530856809857352,0.006666666666666667,0.0003766743989301984
-5.791971245421544,1.5796285214786028,0.0125,0.00043095192268031177
-5.791971245421544,2.1061713619714704,0.018333333333333333,0.0004930506564537536
-5.791971245421544,2.6327142024643377,0.021666666666666667,0.0005324744936112064
-5.791971245421544,3.1592570429572056,0.025,0.0005750506213413891
-5.791971245421544,3.6857998834500734,0.02,0.0005123835463984822
-5.791971245421544,4.212342723942941,0.0175,0.0004836595020419522
-5.791971245421544,4.738885564435808,0.011666666666666667,0.00042274356518807673
-5.791971245421544,5.2654284049286755,0.0025,0.0003421424958461093
-5.791971245421544,5.791971245421544,0.0016666666666666668,0.0003356256948495543
-5.791971245421544,6.318514085914411,0.0,0.0003229621058901555
-5.791971245421544,6.8450569264072785,0.0,0.0003229621058901555
-5.2654284049286755,-6.8450569264072785,0.0,0.0003229621058901555
-5.2654284049286755,-6.318514085914411,0.0025,0.0003421424958461093
-5.2654284049286755,-5.791971245421544,0.005,0.0003624619895921143
